Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales,Sales Forecast,Sales per Customer
Office Supplies,Los Angeles,United States,Harold Pawlan,6/5/2011,CA-2011-121664,90049,Wilson Jones Legal Size Ring Binders,West,Home Office,10/5/2011,Standard Class,California,Binders,4,6,0.2,1,53,0.375,8,141,184,140.74
Office Supplies,Los Angeles,United States,Steve Nguyen,6/5/2011,US-2011-154879,90004,Model L Table or Wall-Mount Pencil Sharpener,West,Home Office,11/5/2011,Standard Class,California,Art,5,6,0,1,30,0.28,6,108,141,107.94
Office Supplies,Los Angeles,United States,Steve Nguyen,6/5/2011,US-2011-154879,90004,Staples,West,Home Office,11/5/2011,Standard Class,California,Labels,5,6,0,1,3,0.47,2,6,8,5.78
Furniture,Lawrence,United States,Carol Triggs,7/5/2011,CA-2011-166086,1841,"Lifetime Advantage Folding Chairs, 4/Carton",East,Consumer,12/5/2011,Standard Class,Massachusetts,Chairs,5,6,0,1,244,0.28,4,872,1143,872.32
Furniture,Lawrence,United States,Carol Triggs,7/5/2011,CA-2011-166086,1841,Balt Split Level Computer Training Table,East,Consumer,12/5/2011,Standard Class,Massachusetts,Tables,5,6,0.3,1,-39,-0.2,2,194,255,194.25
Office Supplies,Lawrence,United States,Carol Triggs,7/5/2011,CA-2011-166086,1841,Newell 335,East,Consumer,12/5/2011,Standard Class,Massachusetts,Art,5,6,0,1,3,0.29,3,9,11,8.64
Office Supplies,Lawrence,United States,Carol Triggs,7/5/2011,CA-2011-166086,1841,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,Consumer,12/5/2011,Standard Class,Massachusetts,Binders,5,6,0,1,8,0.49,3,16,21,16.14
Technology,Philadelphia,United States,Kean Thornton,8/5/2011,CA-2011-116666,19134,Hewlett Packard LaserJet 3310 Copier,East,Consumer,10/5/2011,First Class,Pennsylvania,Copiers,2,1,0.4,1,240,0.133,5,1800,2359,1799.97
Office Supplies,Henderson,United States,Sean Braxton,9/5/2011,CA-2011-158771,42420,Avery 506,South,Corporate,9/5/2011,Same Day,Kentucky,Labels,0,0,0,1,9,0.46,5,21,27,20.65
Office Supplies,Henderson,United States,Sean Braxton,9/5/2011,CA-2011-158771,42420,Avery 518,South,Corporate,9/5/2011,Same Day,Kentucky,Labels,0,0,0,1,5,0.48,3,9,12,9.45
Office Supplies,Henderson,United States,Sean Braxton,9/5/2011,CA-2011-158771,42420,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),South,Corporate,9/5/2011,Same Day,Kentucky,Paper,0,0,0,1,22,0.48,7,45,59,45.36
Office Supplies,Henderson,United States,Sean Braxton,9/5/2011,CA-2011-158771,42420,Fellowes Super Stor/Drawer,South,Corporate,9/5/2011,Same Day,Kentucky,Storage,0,0,0,1,15,0.18,3,83,109,83.25
Technology,San Francisco,United States,Patrick Gardner,9/5/2011,US-2011-102071,94110,Kingston Digital DataTraveler 32GB USB 2.0,West,Consumer,15/5/2011,Standard Class,California,Accessories,6,6,0,1,4,0.06,4,68,89,67.8
Technology,San Francisco,United States,Patrick Gardner,9/5/2011,US-2011-102071,94110,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,West,Consumer,15/5/2011,Standard Class,California,Accessories,6,6,0,1,40,0.24,3,168,220,167.97
Furniture,Philadelphia,United States,Art Foster,10/5/2011,CA-2011-114181,19134,Bestar Classic Bookcase,East,Consumer,14/5/2011,Second Class,Pennsylvania,Bookcases,4,3,0.5,1,-217,-0.62,7,350,459,349.97
Office Supplies,Philadelphia,United States,Art Foster,10/5/2011,CA-2011-114181,19134,DIXON Ticonderoga Erasable Checking Pencils,East,Consumer,14/5/2011,Second Class,Pennsylvania,Art,4,3,0.2,1,5,0.238,5,22,29,22.32
Furniture,San Jose,United States,Greg Matthias,10/5/2011,CA-2011-103310,95123,Hon Pagoda Stacking Chairs,West,Consumer,15/5/2011,Standard Class,California,Chairs,5,6,0.2,1,32,0.125,1,257,336,256.78
Office Supplies,Kent,United States,Arianne Irving,10/5/2011,CA-2011-159709,98031,"Strathmore #10 Envelopes, Ultimate White",West,Consumer,15/5/2011,Standard Class,Washington,Envelopes,5,6,0,1,77,0.49,3,158,207,158.13
Office Supplies,San Jose,United States,Greg Matthias,10/5/2011,CA-2011-103310,95123,Southworth 25% Cotton Premium Laser Paper and Envelopes,West,Consumer,15/5/2011,Standard Class,California,Paper,5,6,0,1,19,0.48,2,40,52,39.96
Office Supplies,San Jose,United States,Greg Matthias,10/5/2011,CA-2011-103310,95123,Acme Design Stainless Steel Bent Scissors,West,Consumer,15/5/2011,Standard Class,California,Supplies,5,6,0,1,11,0.27,6,41,54,41.04
Technology,San Jose,United States,Greg Matthias,10/5/2011,CA-2011-103310,95123,Wilson Electronics DB Pro Signal Booster,West,Consumer,15/5/2011,Standard Class,California,Phones,5,6,0.2,1,125,0.088,5,1432,1876,1432
Technology,Kent,United States,Arianne Irving,10/5/2011,CA-2011-159709,98031,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",West,Consumer,15/5/2011,Standard Class,Washington,Phones,5,6,0.2,1,4,0.1,5,44,57,43.6
Office Supplies,Chicago,United States,Harold Dahlen,11/5/2011,CA-2011-119172,60610,Avery Arch Ring Binders,Central,Home Office,15/5/2011,Standard Class,Illinois,Binders,4,6,0.8,1,-173,-1.65,9,105,137,104.58
Office Supplies,Chicago,United States,Harold Dahlen,11/5/2011,CA-2011-119172,60610,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,15/5/2011,Standard Class,Illinois,Paper,4,6,0.2,1,6,0.325,3,17,23,17.47
Furniture,Fort Worth,United States,Paul Gonzalez,11/5/2011,CA-2011-103849,76106,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Central,Consumer,16/5/2011,Standard Class,Texas,Furnishings,5,6,0.6,1,-84,-1.275,4,66,87,66.11
Furniture,Huntsville,United States,Victoria Wilson,11/5/2011,CA-2011-152100,77340,Hon Multipurpose Stacking Arm Chairs,Central,Corporate,16/5/2011,Standard Class,Texas,Chairs,5,6,0.3,1,-69,-0.057,8,1213,1589,1212.96
Technology,Fort Worth,United States,Paul Gonzalez,11/5/2011,CA-2011-103849,76106,SanDisk Cruzer 64 GB USB Flash Drive,Central,Consumer,16/5/2011,Standard Class,Texas,Accessories,5,6,0.2,1,7,0.125,2,58,76,58.11
Technology,Fort Worth,United States,Paul Gonzalez,11/5/2011,CA-2011-103849,76106,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Central,Consumer,16/5/2011,Standard Class,Texas,Phones,5,6,0.2,1,6,0.063,1,101,132,100.79
Technology,Houston,United States,Raymond Messe,11/5/2011,CA-2011-139017,77095,Logitech ClearChat Comfort/USB Headset H390,Central,Consumer,17/5/2011,Standard Class,Texas,Accessories,6,6,0.2,1,8,0.163,2,47,61,46.86
Office Supplies,Watertown,United States,Brooke Gillingham,11/5/2011,CA-2011-127523,13601,Staples,East,Corporate,18/5/2011,Standard Class,New York,Appliances,7,6,0,1,10,0.27,3,36,47,35.91
Furniture,Milwaukee,United States,Hunter Lopez,12/5/2011,CA-2011-127159,53209,"DAX Value U-Channel Document Frames, Easel Back",Central,Consumer,15/5/2011,First Class,Wisconsin,Furnishings,3,1,0,1,11,0.31,7,35,46,34.79
Furniture,Franklin,United States,Kean Thornton,12/5/2011,CA-2011-155887,2038,"Bevis Traditional Conference Table Top, Plinth Base",East,Consumer,17/5/2011,Standard Class,Massachusetts,Tables,5,6,0.3,1,-130,-0.186,3,700,917,700.06
Office Supplies,West Jordan,United States,Alejandro Grove,13/5/2011,CA-2011-167164,84084,Fellowes Super Stor/Drawer,West,Consumer,15/5/2011,Second Class,Utah,Storage,2,3,0,1,10,0.18,2,56,73,55.5
Office Supplies,Hialeah,United States,Erica Hernandez,13/5/2011,CA-2011-140165,33012,GBC DocuBind P100 Manual Binding Machine,South,Home Office,15/5/2011,First Class,Florida,Binders,2,1,0.7,1,-332,-0.833,8,398,522,398.35
Office Supplies,Hialeah,United States,Erica Hernandez,13/5/2011,CA-2011-140165,33012,Staples,South,Home Office,15/5/2011,First Class,Florida,Fasteners,2,1,0.2,1,2,0.338,2,7,9,7.1
Technology,Oakland,United States,Naresj Patel,13/5/2011,CA-2011-114433,94601,Plantronics Audio 478 Stereo USB Headset,West,Consumer,17/5/2011,Standard Class,California,Accessories,4,6,0,1,52,0.35,3,150,197,149.97
Furniture,Los Angeles,United States,Aaron Hawkins,13/5/2011,CA-2011-113768,90004,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",West,Corporate,19/5/2011,Standard Class,California,Chairs,6,6,0.2,1,21,0.075,6,279,366,279.46
Office Supplies,Los Angeles,United States,Aaron Hawkins,13/5/2011,CA-2011-113768,90004,EcoTones Memo Sheets,West,Corporate,19/5/2011,Standard Class,California,Paper,6,6,0,1,4,0.48,2,8,10,8
Furniture,Saint Petersburg,United States,Anthony Johnson,14/5/2011,CA-2011-106810,33710,Electrix Halogen Magnifier Lamp,South,Corporate,20/5/2011,Standard Class,Florida,Furnishings,6,6,0.2,1,23,0.075,2,311,407,310.88
Technology,San Francisco,United States,Cindy Chapman,16/5/2011,US-2011-163146,94122,Imation Clip USB flash drive - 8 GB,West,Consumer,20/5/2011,Standard Class,California,Accessories,4,6,0,1,3,0.06,3,56,74,56.4
Furniture,Los Angeles,United States,Pauline Webber,16/5/2011,CA-2011-125150,90036,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",West,Corporate,23/5/2011,Standard Class,California,Chairs,7,6,0.2,1,17,0.075,5,233,305,232.88
Office Supplies,Eau Claire,United States,Pete Armstrong,17/5/2011,CA-2011-148761,54703,Surelock Post Binders,Central,Home Office,21/5/2011,Standard Class,Wisconsin,Binders,4,6,0,1,46,0.5,3,92,120,91.68
Furniture,Akron,United States,Ted Trevino,18/5/2011,CA-2011-164224,44312,Deflect-o Glass Clear Studded Chair Mats,East,Consumer,20/5/2011,Second Class,Ohio,Furnishings,2,3,0.2,1,4,0.025,3,149,196,149.23
Office Supplies,Akron,United States,Ted Trevino,18/5/2011,CA-2011-164224,44312,Xerox 1949,East,Consumer,20/5/2011,Second Class,Ohio,Paper,2,3,0.2,1,6,0.363,4,16,21,15.94
Office Supplies,Dallas,United States,George Ashbrook,18/5/2011,CA-2011-133963,75220,Xerox 1949,Central,Consumer,22/5/2011,Second Class,Texas,Paper,4,3,0.2,1,1,0.363,1,4,5,3.98
Technology,Cleveland,United States,Bruce Stewart,18/5/2011,CA-2011-103373,44105,Apple iPhone 5,East,Consumer,24/5/2011,Standard Class,Ohio,Phones,6,6,0.4,1,-169,-0.217,2,780,1022,779.8
Office Supplies,Virginia Beach,United States,Tamara Dahlen,19/5/2011,CA-2011-130155,23464,Acme Design Stainless Steel Bent Scissors,South,Consumer,22/5/2011,First Class,Virginia,Supplies,3,1,0,1,9,0.27,5,34,45,34.2
Office Supplies,Midland,United States,John Huston,19/5/2011,US-2011-107699,48640,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,Consumer,23/5/2011,Standard Class,Michigan,Binders,4,6,0,1,26,0.46,9,57,75,57.42
Furniture,San Marcos,United States,Matt Collister,20/5/2011,CA-2011-130673,78666,Contemporary Borderless Frame,Central,Corporate,22/5/2011,Second Class,Texas,Furnishings,2,3,0.6,1,-6,-0.575,3,10,14,10.33
Furniture,Dover,United States,Randy Ferguson,20/5/2011,US-2011-114188,3820,24-Hour Round Wall Clock,East,Corporate,22/5/2011,Second Class,New Hampshire,Furnishings,2,3,0,1,60,0.43,7,140,183,139.86
Office Supplies,San Marcos,United States,Matt Collister,20/5/2011,CA-2011-130673,78666,Xerox 213,Central,Corporate,22/5/2011,Second Class,Texas,Paper,2,3,0.2,1,4,0.35,2,10,14,10.37
Office Supplies,San Marcos,United States,Matt Collister,20/5/2011,CA-2011-130673,78666,Rogers Profile Extra Capacity Storage Tub,Central,Corporate,22/5/2011,Second Class,Texas,Storage,2,3,0.2,1,-13,-0.2,5,67,88,66.96
Office Supplies,Dover,United States,Randy Ferguson,20/5/2011,US-2011-114188,3820,Acco 6 Outlet Guardian Basic Surge Suppressor,East,Corporate,22/5/2011,Second Class,New Hampshire,Appliances,2,3,0,1,9,0.28,4,33,44,33.28
Office Supplies,Dover,United States,Randy Ferguson,20/5/2011,US-2011-114188,3820,"Sanford Colorific Scented Colored Pencils, 12/Pack",East,Corporate,22/5/2011,Second Class,New Hampshire,Art,2,3,0,1,12,0.31,9,39,50,38.52
Technology,San Marcos,United States,Matt Collister,20/5/2011,CA-2011-130673,78666,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Central,Corporate,22/5/2011,Second Class,Texas,Accessories,2,3,0.2,1,-4,-0.175,2,21,27,20.78
Furniture,Houston,United States,Katherine Hughes,21/5/2011,CA-2011-127166,77070,Global Deluxe Steno Chair,Central,Consumer,23/5/2011,Second Class,Texas,Chairs,2,3,0.3,1,-29,-0.271,2,108,141,107.77
Office Supplies,Houston,United States,Katherine Hughes,21/5/2011,CA-2011-127166,77070,Ibico Plastic Spiral Binding Combs,Central,Consumer,23/5/2011,Second Class,Texas,Binders,2,3,0.8,1,-31,-1.7,3,18,24,18.24
Office Supplies,Houston,United States,Katherine Hughes,21/5/2011,CA-2011-127166,77070,Staples,Central,Consumer,23/5/2011,Second Class,Texas,Envelopes,2,3,0.2,1,21,0.375,6,56,73,56.06
Office Supplies,Houston,United States,Katherine Hughes,21/5/2011,CA-2011-127166,77070,"Adams Telephone Message Books, 5 1/4” x 11”",Central,Consumer,23/5/2011,Second Class,Texas,Paper,2,3,0.2,1,2,0.338,1,5,6,4.83
Office Supplies,Virginia Beach,United States,Mitch Willingham,21/5/2011,CA-2011-117639,23464,Fellowes PB300 Plastic Comb Binding Machine,South,Corporate,25/5/2011,Standard Class,Virginia,Binders,4,6,0,1,1276,0.47,7,2716,3559,2715.93
Office Supplies,San Diego,United States,Bradley Talbott,21/5/2011,CA-2011-104780,92037,4009 Highlighters by Sanford,West,Home Office,25/5/2011,Standard Class,California,Art,4,6,0,1,11,0.33,8,32,42,31.84
Technology,Virginia Beach,United States,Mitch Willingham,21/5/2011,CA-2011-117639,23464,Plantronics Voyager Pro Legend,South,Corporate,25/5/2011,Standard Class,Virginia,Phones,4,6,0,1,173,0.28,3,618,810,617.97
Office Supplies,Lawrence,United States,Frank Gastineau,21/5/2011,CA-2011-152443,1841,Belkin 8 Outlet Surge Protector,East,Home Office,26/5/2011,Standard Class,Massachusetts,Appliances,5,6,0,1,69,0.28,6,246,322,245.88
Office Supplies,Lawrence,United States,Frank Gastineau,21/5/2011,CA-2011-152443,1841,GBC ProClick Punch Binding System,East,Home Office,26/5/2011,Standard Class,Massachusetts,Binders,5,6,0,1,219,0.49,7,448,587,447.86
Office Supplies,Lawrence,United States,Frank Gastineau,21/5/2011,CA-2011-152443,1841,Xerox 1992,East,Home Office,26/5/2011,Standard Class,Massachusetts,Paper,5,6,0,1,9,0.49,3,18,24,17.94
Technology,Decatur,United States,Evan Henry,22/5/2011,CA-2011-143840,35601,Nortel Networks T7316 E Nt8 B27,South,Consumer,29/5/2011,Standard Class,Alabama,Phones,7,6,0,1,34,0.25,2,136,178,135.98
Technology,Decatur,United States,Evan Henry,22/5/2011,CA-2011-143840,35601,Plantronics Encore H101 Dual Earpieces Headset,South,Consumer,29/5/2011,Standard Class,Alabama,Phones,7,6,0,1,13,0.28,1,45,59,44.95
Office Supplies,New York City,United States,Greg Tran,23/5/2011,US-2011-135881,10035,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",East,Consumer,27/5/2011,Standard Class,New York,Appliances,4,6,0,1,56,0.27,1,208,273,208.16
Office Supplies,Philadelphia,United States,Andrew Roberts,23/5/2011,US-2011-105767,19134,Newell 317,East,Consumer,27/5/2011,Standard Class,Pennsylvania,Art,4,6,0.2,1,2,0.113,9,21,28,21.17
Office Supplies,New York City,United States,Greg Tran,23/5/2011,US-2011-135881,10035,Avery Non-Stick Binders,East,Consumer,27/5/2011,Standard Class,New York,Binders,4,6,0.2,1,6,0.325,5,18,24,17.96
Office Supplies,Philadelphia,United States,Andrew Roberts,23/5/2011,US-2011-105767,19134,Angle-D Ring Binders,East,Consumer,27/5/2011,Standard Class,Pennsylvania,Binders,4,6,0.7,1,-3,-0.8,2,3,4,3.28
Office Supplies,New York City,United States,Greg Tran,23/5/2011,US-2011-135881,10035,Letter Slitter,East,Consumer,27/5/2011,Standard Class,New York,Supplies,4,6,0,1,0,0.03,2,5,7,5.04
Office Supplies,Bellevue,United States,Erica Hackney,23/5/2011,CA-2011-138513,98006,Xerox 1999,West,Consumer,27/5/2011,Standard Class,Washington,Paper,4,6,0,1,6,0.48,2,13,17,12.96
Technology,Philadelphia,United States,Andrew Roberts,23/5/2011,US-2011-105767,19134,Motorola L804,East,Consumer,27/5/2011,Standard Class,Pennsylvania,Phones,4,6,0.4,1,-10,-0.183,2,55,72,55.19
Office Supplies,Baltimore,United States,Resi Pölking,24/5/2011,CA-2011-143413,21215,Xerox 1944,East,Consumer,30/5/2011,Standard Class,Maryland,Paper,6,6,0,1,57,0.49,3,116,152,116.28
Furniture,Chicago,United States,Janet Lee,25/5/2011,US-2011-130379,60623,"Electrix Incandescent Magnifying Lamp, Black",Central,Consumer,29/5/2011,Standard Class,Illinois,Furnishings,4,6,0.6,1,-24,-0.825,2,29,38,29.32
Office Supplies,Chicago,United States,Janet Lee,25/5/2011,US-2011-130379,60623,Harmony Air Purifier,Central,Consumer,29/5/2011,Standard Class,Illinois,Appliances,4,6,0.8,1,-166,-2.2,2,76,99,75.6
Office Supplies,New York City,United States,Barry Weirich,25/5/2011,CA-2011-100391,10035,Strathmore Photo Frame Cards,East,Consumer,29/5/2011,Standard Class,New York,Paper,4,6,0,1,7,0.46,2,15,19,14.62
Office Supplies,Murray,United States,Dean percer,26/5/2011,CA-2011-129574,84107,"Wirebound Service Call Books, 5 1/2"" x 4""",West,Home Office,29/5/2011,First Class,Utah,Paper,3,1,0,1,23,0.48,5,48,63,48.4
Furniture,Los Angeles,United States,Herbert Flentye,26/5/2011,CA-2011-158029,90008,Hon Olson Stacker Stools,West,Consumer,30/5/2011,Standard Class,California,Chairs,4,6,0.2,1,23,0.1,2,225,295,225.3
Furniture,Los Angeles,United States,Marina Lichtenstein,26/5/2011,CA-2011-156349,90008,Sauder Inglewood Library Bookcases,West,Corporate,30/5/2011,Standard Class,California,Bookcases,4,6,0.15,1,27,0.094,2,291,381,290.67
Technology,Los Angeles,United States,Marina Lichtenstein,26/5/2011,CA-2011-156349,90008,netTALK DUO VoIP Telephone Service,West,Corporate,30/5/2011,Standard Class,California,Phones,4,6,0.2,1,31,0.375,2,84,110,83.98
Technology,Los Angeles,United States,Marina Lichtenstein,26/5/2011,CA-2011-156349,90008,VTech DS6151,West,Corporate,30/5/2011,Standard Class,California,Phones,4,6,0.2,1,20,0.1,2,202,264,201.58
Furniture,Chicago,United States,Michelle Moray,26/5/2011,CA-2011-144029,60623,Global Commerce Series Low-Back Swivel/Tilt Chairs,Central,Consumer,31/5/2011,Standard Class,Illinois,Chairs,5,6,0.3,1,-5,-0.014,2,360,471,359.77
Office Supplies,Chicago,United States,Michelle Moray,26/5/2011,CA-2011-144029,60623,DIXON Ticonderoga Erasable Checking Pencils,Central,Consumer,31/5/2011,Standard Class,Illinois,Art,5,6,0.2,1,3,0.238,3,13,18,13.39
Office Supplies,Chicago,United States,Michelle Moray,26/5/2011,CA-2011-144029,60623,"SAFCO Mobile Desk Side File, Wire Frame",Central,Consumer,31/5/2011,Standard Class,Illinois,Storage,5,6,0.2,1,8,0.075,3,103,134,102.62
Furniture,San Diego,United States,Maya Herman,27/5/2011,CA-2011-124429,92105,KI Conference Tables,West,Corporate,27/5/2011,Same Day,California,Tables,0,0,0.2,1,-28,-0.05,10,567,743,567.12
Office Supplies,San Diego,United States,Maya Herman,27/5/2011,CA-2011-124429,92105,Fellowes Officeware Wire Shelving,West,Corporate,27/5/2011,Same Day,California,Storage,0,0,0,1,7,0.02,4,359,471,359.32
Office Supplies,Chicago,United States,Laurel Elliston,27/5/2011,US-2011-117058,60653,Fellowes Presentation Covers for Comb Binding Machines,Central,Consumer,30/5/2011,First Class,Illinois,Binders,3,1,0.8,1,-31,-1.75,6,17,23,17.46
Technology,San Francisco,United States,Lena Creighton,27/5/2011,CA-2011-139192,94109,Logitech Wireless Performance Mouse MX for PC and Mac,West,Consumer,1/6/2011,Second Class,California,Accessories,5,3,0,1,38,0.38,1,100,131,99.99
Technology,San Francisco,United States,Lena Creighton,27/5/2011,CA-2011-139192,94109,Plantronics HL10 Handset Lifter,West,Consumer,1/6/2011,Second Class,California,Phones,5,3,0.2,1,125,0.113,12,1114,1459,1113.5
Office Supplies,Seattle,United States,Magdelene Morse,28/5/2011,CA-2011-108861,98105,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",West,Consumer,1/6/2011,Standard Class,Washington,Binders,4,6,0.2,1,51,0.375,4,137,179,136.96
Technology,Seattle,United States,Patrick Jones,28/5/2011,CA-2011-135993,98115,Imation 30456 USB Flash Drive 8GB,West,Corporate,2/6/2011,Standard Class,Washington,Accessories,5,6,0,1,2,0.08,4,28,36,27.6
Technology,Seattle,United States,Patrick Jones,28/5/2011,CA-2011-135993,98115,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,West,Corporate,2/6/2011,Standard Class,Washington,Phones,5,6,0.2,1,6,0.1,6,57,75,57.41
Office Supplies,New York City,United States,Laurel Workman,30/5/2011,CA-2011-103429,10024,Honeywell Quietcare HEPA Air Cleaner,East,Corporate,1/6/2011,First Class,New York,Appliances,2,1,0,1,78,0.33,3,236,309,235.95
